location,text,hashtags,sentiment
Northern CA,"🚨BREAKING: Harvey #Weinstein has been placed into isolation in a New York prison after testing positive for #coronavirus.

#COVID19 #CoronavirusPandemic 
https://t.co/JILnNLJ5fp","[{'text': 'Weinstein', 'indices': [37, 47]}, {'text': 'coronavirus', 'indices': [127, 139]}]",-0.17
NW London UK,"Anyone with dnx #anxiety states #OCD #PTSD etc-don't be alarmed if your symptoms may worsen during the #covid19 crisis, particularly at the prospect of lock down. You CAN do things to help - either try to quieten mind or if mind too busy use distraction techniques #mentalhealth https://t.co/xEbv7NAXv6","[{'text': 'anxiety', 'indices': [36, 44]}, {'text': 'OCD', 'indices': [52, 56]}, {'text': 'PTSD', 'indices': [57, 62]}, {'text': 'covid19', 'indices': [123, 131]}]",-0.2868
,"I think something that we can all take away from #COVID19 is that Donegal people have no time for muckers littering their beaches... And Derry wans think that that's their right because Donegal people buy groceries in Sainsbury..
#COVIDIOTS #COVIDー19 #coronavirus #StayAtHome","[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'COVIDIOTS', 'indices': [230, 240]}, {'text': 'COVIDー19', 'indices': [241, 250]}, {'text': 'coronavirus', 'indices': [251, 263]}, {'text': 'StayAtHome', 'indices': [264, 275]}]",-0.296
United States,I whole-heartedly commend fellow citizens for spiritedly responding to @PMOIndia’s call &amp; making #JantaCurfew a success. This shows our resolve to contain #Covid19 spread and emerge from the crisis as a stronger nation.,"[{'text': 'JantaCurfew', 'indices': [122, 134]}]",0.39540000000000003
"Berlin, Germany","4/
At a private engagement at the end of February, Dominic Cummings outlined the government’s strategy.
Those present say it was ""herd immunity, protect the economy and if that means some pensioners die, too bad"".

#COVID19 #Cummings #Johnson #HerdImmunity https://t.co/uMBYhkYIiz",[],0.04686666666666667
"California, USA","Let's hear it for the farm workers, the essential workers who are still out in the fields laboring hard to keep food on our tables and supermarket shelves. Let's let them know how much we appreciate the hard work they do to keep us fed during the #COVID19 pandemic. #WeFeedYou https://t.co/QQHyBSGujW",[],0.07183333333333332
"San Francisco, CA","We have a blood shortage due to #COVID19.

The FDA must lift the irrational &amp; discriminatory ban on gay &amp; bi men donating unless they‘ve been celibate for a year.

This ban isn’t science-based.

Time to do the right thing.

My statement: https://t.co/howXca1L0o","[{'text': 'COVID19', 'indices': [50, 58]}]",-0.30516
"New Orleans, LA","My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
,"Taiwan health officials said they alerted the WHO at the end of December about the risk of human-to-human transmission of the new virus but said its concerns were not passed on to other countries. #COVID19 
https://t.co/3UjWUlDNhW",[],-0.0703
"Shreveport, Louisiana","#SafeHands challenge🧼.

Combat soldier in the Paratroopers Brigade, Sgt. Dorel, demonstrates a simple defense tactic against #COVID19 that only requires a bit of training 💪

We challenge @USArmy @usairforce @USnavy @USMC @BritishArmy @RoyalNavy @RoyalAirForce @adgpi https://t.co/kGbrScA2w2","[{'text': 'SafeHands', 'indices': [9, 19]}]",-0.0459
"I'm In Cognito, New York","In as much as Rand Paul fought against aid for people impacted by the #coronavirus pandemic &amp; in as much as Rand Paul has tested positive for #COVID19, let it be known that Rand Paul can f*ck himself.

Paul: If you want aid, ""you have to be a legitimate person.""

Irony is dead. https://t.co/BICcwDGF37","[{'text': 'coronavirus', 'indices': [88, 100]}]",-0.068775
Canada,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
"British Columbia, Canada","COVID-19 and Cardiovascular Disease: What the Cardiac
Healthcare Provider Should Know. Click here to read full doc: https://t.co/HN30QpXAYi
#COVID19 #cvd https://t.co/h7u5vDxo6x",[],0.0
"Statesboro, GA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
Washington DC and Costa Rica,"I’m less interested in the fact that Harvey Weinstein tested positive for #COVID19, as much as the fact that he got a test before actually decent humans.","[{'text': 'COVID19', 'indices': [91, 99]}]",0.719
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
,Due to recent #covid19 update from the NL Gov &amp; CMO  @NLESDCA  has announced no public access to schools whatsoever - including any pre-arranged pickup of student belongings. Any personal items remaining in school will be stored at the school until further notice.,"[{'text': 'covid19', 'indices': [14, 22]}]",-0.148
"Watertown, NY","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
"Toronto, ON","ATTENTION: PPE drive being organized by @drmwarner through Michael Garron Hospital in Toronto -- if you're a tattoo parlour, nail salon, vet clinic, hair salon, dentist, vet, etc. -- healthcare workers are asking for your gear. Details here: https://t.co/M0NyJ7FYEK #COVID19",[],0.0
,"Italy were projected to have 16000+ deaths by this weekend two weeks ago. Their lockdown has helped. We need to do more to prevent UK being on 15000 deaths in two weeks. #COVID19 
#covid19uk","[{'text': 'COVID19', 'indices': [170, 178]}, {'text': 'covid19uk', 'indices': [180, 190]}]",0.0243
berkeley/neverland.,"scene from the store, iii. #berkeley #safeway #covid19 #solitarywalker https://t.co/m7DQZeJh2U","[{'text': 'berkeley', 'indices': [27, 36]}, {'text': 'safeway', 'indices': [37, 45]}, {'text': 'covid19', 'indices': [46, 54]}, {'text': 'solitarywalker', 'indices': [55, 70]}]",0.0
"HOLY SHIT, I dunno! (FL)","So let me get this straight. You should NOT get tested for #COVID19 if you have no symptoms UNLESS you're @VP , Mother, @gop congressman, famous or a professional athlete? That's where we are, right?","[{'text': 'COVID19', 'indices': [78, 86]}]",-0.005700000000000001
"Georgia, USA","BREAKING:

@SpeakerPelosi is officially one of the worst human beings our Country currently knows....

Using the CoronaVirus for her own political schemes....utterly shameful! 

Disgraceful....

RT! 

#COVID19",[],-0.2915
"Jeffersonville, IN",BREAKING: Our collective action is working. Senate Democrats just voted down #MoscowMitchVirus &amp; the proposed Republican handout to corporations rather than working class Americans who need the most assistance in this time of crisis. Time to double down #FamiliesFirst #COVID19 https://t.co/uV3hn1OkVm,"[{'text': 'MoscowMitchVirus', 'indices': [94, 111]}]",-0.2083
"San Diego, CA",Nancy Pelosi is trying to sneak #GunControl &amp; #abortions funding into the emergency #COVID19 Bill. She’s setting it up to not pass the senate &amp; turn into a political pissing match so she can slander Trump. She DGAF about sick Americans unless she can use them to her advantage. https://t.co/QVkecKc9Ap,"[{'text': 'GunControl', 'indices': [50, 61]}, {'text': 'abortions', 'indices': [68, 78]}, {'text': 'COVID19', 'indices': [106, 114]}]",-0.27547499999999997
Greater(outer)London,"A reporter at the #COVID19 press conference today asked @realDonaldTrump if he sold any of his stock.

His response: ""I don't own any stock. I own things.""

#WuhanVirus
#ChineseCoronaVirus
#KungFlu
#KungFluVirus

#Winning
#Trump2020
#FourMoreYears
#BestPresidentEver","[{'text': 'COVID19', 'indices': [37, 45]}]",0.0
Sweet Home Chicago,"I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[],0.0663
"Mississauga, Ontario","Protect yourself, protect others. #Covid19 https://t.co/PX83NvgFtP","[{'text': 'Covid19', 'indices': [52, 60]}]",0.31845
"Rochdale, England",Dr Osama Riaz a martyr. He was 36 and on the front lines in Gilgil Baltistan. The govt of GB has confirmed he died from #COVID19 while treating &amp; screening the returning zaireen. He was 36 years of age. Remember when anyone tells you only old people are at risk that is incorrect. https://t.co/ghysOoTGGv,[],-0.13843333333333332
,"Wondering if you can be tested for #COVID19? Worried about the cost of a test? YSPH Asst. Professor of Epidemiology Amy Bei provides some answers. 
@YaleEMD https://t.co/RcAf9kIFbQ https://t.co/7TEAUmegci","[{'text': 'COVID19', 'indices': [48, 56]}]",-0.059199999999999996
"Del Mar, CA","Trump is determined to blame anyone but his own incompetence for the spread of #COVID19. 

The intelligence community warned him in January. He ignored them.

Now he’s orchestrating a disinformation campaign to blame China. 

#TrumpLiesPeopleDie https://t.co/wLNbQoWPBn","[{'text': 'COVID19', 'indices': [99, 107]}]",-0.21468000000000004
,"#Nonprofit Leaders &amp; Supporters - We need you! Take #Action NOW - Click here: https://t.co/eFMwLI0noR to support an above-the-line increase for charitable contributions for individuals not itemizing.  PLS RETWEET!

#SupportDENonprofits #COVID19 #CoronavirusDE https://t.co/FjvGCVUu9t","[{'text': 'Nonprofit', 'indices': [18, 28]}, {'text': 'Action', 'indices': [74, 81]}]",0.35385
"New Jersey, USA","We have 590 new positive #COVID19 cases, bringing our total to 1,914.
• Atlantic: 5
• Bergen: 457
• Burlington: 26
• Camden: 22
• Cumberland: 1
• Cape May: 2
• Essex: 172
• Gloucester: 8
• Hudson: 126
• Hunterdon: 16 https://t.co/ob7jzxhnnb","[{'text': 'COVID19', 'indices': [40, 48]}]",0.2787
,@lenoretaylor @GrogsGamut It’s as clear as mud #staythefuckhomeaustralia #scottyfrommarketing #covid19 #scomo #Lockdownaustralia,"[{'text': 'staythefuckhomeaustralia', 'indices': [59, 84]}, {'text': 'scottyfrommarketing', 'indices': [85, 105]}, {'text': 'covid19', 'indices': [106, 114]}, {'text': 'scomo', 'indices': [115, 121]}, {'text': 'Lockdownaustralia', 'indices': [122, 140]}]",0.3818
"Myrtle Beach, SC USA ",BREAKING: Our collective action is working. Senate Democrats just voted down #MoscowMitchVirus &amp; the proposed Republican handout to corporations rather than working class Americans who need the most assistance in this time of crisis. Time to double down #FamiliesFirst #COVID19 https://t.co/uV3hn1OkVm,"[{'text': 'MoscowMitchVirus', 'indices': [94, 111]}]",-0.2083
"Paris, France","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,Fourth day of isolation #carantine #COVID19 https://t.co/fIV7qk1VJL,"[{'text': 'carantine', 'indices': [41, 51]}, {'text': 'COVID19', 'indices': [52, 60]}]",-0.4019
,"In this particular time we're really failing to show up for vulnerable people. What makes our country vulnerable is that we've neglected so many critical issues. The income inequality is being exacerbated. — @IlhanMN with @BernieSanders 

#BernieSquad #NotMeUs #COVID19",[],-0.363225
,"We have to make sure we are not evicting people that there's support for people who are paying rent not just people paying mortgage. We have people faced with utilities being cut off, we want protection against that. — @IlhanMN with @BernieSanders 

#BernieSquad #NotMeUs #COVID19",[],0.13670000000000002
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
"Quintana Roo, México","If you visit or live in Cancun, please follow this safety measures to avoid spreading the #Covid19. Your family’s safety is in your hands.
#CancúnTierraDeTodos https://t.co/BdTIKAt9rM","[{'text': 'Covid19', 'indices': [106, 114]}]",0.2873
,"#Coronavirus: How to use the NHS 

If you have a high temperature or a new and continuous cough, you should STAY AT HOME and follow specialist medical advice at https://t.co/xSoOI6R0jj 

Watch ⬇️ for more info and on when to use NHS 111 

#StayHomeSaveLives | #COVID19 https://t.co/CBXIoqUoii","[{'text': 'Coronavirus', 'indices': [15, 27]}]",0.0
"she/her, 17, white lesbian","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
One Sherwood Forest,"It is typical of Trump when he calls #covid19 evil. As if a virus is conscious, self-aware. It is almost funny.","[{'text': 'covid19', 'indices': [37, 45]}]",-0.09216666666666666
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[],-0.22396666666666665
,"Fauci: I’m not entirely sure what president was referring to, but believe it was a report of hydroxychloroquine and azythromicin. Many of the things you hear out there are anecdotal reports. They may be true - but the only way to know is randomized trials #COVID19",[],0.02526666666666667
,@SenSherrodBrown The #COVID19 impact on travel is worse than the 2008 financial crisis and 9/11 combined! We need the CARES Act passed immediately @senatemajldr @SenSchumer,"[{'text': 'COVID19', 'indices': [21, 29]}]",-0.12030000000000002
,Making some noise for #HealthCareWorkers who are doing all they can to fight #COVID19 Big THANKS to all! @RNAO @DorisGrinspun @angelacooperbra https://t.co/xpp4E5MAI7,"[{'text': 'HealthCareWorkers', 'indices': [42, 60]}, {'text': 'COVID19', 'indices': [97, 105]}]",0.16185
psj,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[],-0.22396666666666665
,"Handwashing reduces the amounts of all types of germs, pesticides, and metals on hands. Knowing which method and when to clean your hands will give you the best chance of preventing sickness. #PrepareDontPanic #COVID19 https://t.co/lckrML2hfe",[],0.2772
United States,BREAKING: Our collective action is working. Senate Democrats just voted down #MoscowMitchVirus &amp; the proposed Republican handout to corporations rather than working class Americans who need the most assistance in this time of crisis. Time to double down #FamiliesFirst #COVID19 https://t.co/uV3hn1OkVm,"[{'text': 'MoscowMitchVirus', 'indices': [94, 111]}]",-0.2083
"Houston, TX","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
,"US CDC admitted some #COVID19 patients were misdiagnosed as flu during 2019 flu season. 34 million infected &amp; 20000 died. If #COVID19 began last September, &amp; US has been lack of testing ability, how many would have been infected? US should find out when patient zero appeared.","[{'text': 'COVID19', 'indices': [33, 41]}]",-0.46452499999999997
Birmingham,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
"Rhode Island, USA","Modi has made #COVID19 to a Pulwama and today's #JantaCurfew to his Balakot - Lots of sound &amp; drama, but result is self goal! Balakot had resulted in killing 6 of own air force personnel &amp; one PoW, Janta Curfew might result in infecting millions of Indians with #CoronaVirus!","[{'text': 'COVID19', 'indices': [28, 36]}, {'text': 'JantaCurfew', 'indices': [62, 74]}]",-0.345
,"Who would have thought that people would be bootlegging funerals, weddings and dinner parties.... Drug dealers are so yesterday... 😜 

#coronavirus2020 #copperheadroad #bringbacktheburqa #covid19 #shutthisvirusdown #imstayinghome #australia #victoriatheplacetoisolate","[{'text': 'coronavirus2020', 'indices': [135, 151]}, {'text': 'copperheadroad', 'indices': [152, 167]}, {'text': 'bringbacktheburqa', 'indices': [168, 186]}, {'text': 'covid19', 'indices': [187, 195]}, {'text': 'shutthisvirusdown', 'indices': [196, 214]}, {'text': 'imstayinghome', 'indices': [215, 229]}, {'text': 'australia', 'indices': [230, 240]}, {'text': 'victoriatheplacetoisolate', 'indices': [241, 267]}]",-0.3818
"Russiaville, Botlandistan","@thehill I can’t wait to hear updates on leg hair, Corn Pop, Delaware estuaries, and have Biden challenge #COVID19 to a push-up contest. 
#Biden2020","[{'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Biden2020', 'indices': [138, 148]}]",0.0386
Colorado,"I can't believe what I just saw. The President essentially wished Senator Romney ill health on national TV. He said it wasn't sarcasm, but no one with eyes and ears would believe it. I don't care who you are, we are all in this together. We must pray all  #COVID19. Inexcusable.",[],-0.015966666666666667
"Columbus, OH","Three of my #thriller books are FREE right now, in case anyone wants to stock their kindles with good reading material to wait out this #COVID19 
Happy Reading! Stay safe &amp; healthy #booklovers  https://t.co/Qpf9hsLLFv","[{'text': 'thriller', 'indices': [12, 21]}, {'text': 'COVID19', 'indices': [136, 144]}, {'text': 'booklovers', 'indices': [185, 196]}]",0.7896
hell,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,Staying inside and practicing social distancing during the #COVID19 outbreak? Here are some tips to help calm your anxious thoughts. via @GMFdesigns https://t.co/yXnRlTqyjr,"[{'text': 'COVID19', 'indices': [80, 88]}]",0.15293333333333334
here,@CoryBooker The #COVID19 impact on travel is worse than the 2008 financial crisis and 9/11 combined! We need immediate action in the form of economic relief to save the hotel industry and millions of jobs that depend on it. @realDonaldTrump @SpeakerPelosi @senatemajldr,"[{'text': 'COVID19', 'indices': [16, 24]}]",-0.024733333333333347
"Midland, TX",BREAKING: Two dorms of 45 people incarcerated at Rikers are refusing to leave their dorms for work duties or for meals in protest of deteriorating conditions on the island. Their demands mirror the NY Board of Corrections urgent #COVID19 recommendations. Full statement below: https://t.co/PIgMszdPby,[],-0.13236666666666666
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
,"Forget that Paul voted AGAINST #coronavirus relief

And that his father just called #COVID19 a “hoax”

And he got tested DESPITE being asymptomatic while sick Americans cannot

How many people did he infect by irresponsibly ignoring #SocialDistancing

How many will die

#DemCast https://t.co/cw1voiuDjw","[{'text': 'coronavirus', 'indices': [52, 64]}, {'text': 'COVID19', 'indices': [105, 113]}]",-0.8271
"Liverpool, England","A comprehensive list of the latest coronavirus postponed or cancelled sport events #COVID19 

https://t.co/yiWk4iWGJZ","[{'text': 'COVID19', 'indices': [83, 91]}]",-0.2023
"Bozeman, MT","@BozemanHealth has a gifted and committed team of healthcare professionals. More than ever before they need our community’s support. Tonight at 8:00 pm, let’s give your local healthcare team a community hero’s cheer! #covid19 #solidarityat8 #FlattenTheCuve https://t.co/xdxsegIrGr",[],0.307825
amy.coopes at croakey.org,Desperately trying to understand how mani-pedis and facials are A. Essential and B. Not an absolutely textbook infection control risk. Anyone? #COVID19 https://t.co/pjX2ACYptn,"[{'text': 'COVID19', 'indices': [143, 151]}]",-0.131
"Fairborn, OH","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
Positive Psychology: https://bit.ly/2VLs8cg,A lot of virtual #exercise classes and workouts are available now to ensure you keep up #PhysicalActivity levels amid #COVID19 quarantine. https://t.co/K4UCbEMKyi https://t.co/f59uU3qy19,"[{'text': 'exercise', 'indices': [36, 45]}, {'text': 'PhysicalActivity', 'indices': [107, 124]}]",0.1909
,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]",0.219475
,Harvey Weinstein tests positive for #COVID19 but ordinary people still can't get a #coronavirus test.,"[{'text': 'COVID19', 'indices': [55, 63]}, {'text': 'coronavirus', 'indices': [102, 114]}]",0.3182
india,Why cant some people cant understand the seriousness and the word #jantacurfew disappointed to see people on road when #covid19 is spreading so badly..if you are in this video be ashamed of yourself.requesting police and government to come up with more strict rules @narendramodi https://t.co/tlefmTfofs,"[{'text': 'jantacurfew', 'indices': [86, 98]}]",-0.7229
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
"Chicago, IL/ Ala Owerri","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
"Meaford, Ontario","Meet our new #COVID19 virtual assistant! It can help you find important information on symptoms and treatment, travel advice, prevention and more.
https://t.co/9dCyigmzXr https://t.co/RyItpXOf7l","[{'text': 'COVID19', 'indices': [31, 39]}]",0.18076666666666666
Philly Girl,#COVID19 #coronavirus #Coronavirusnyc heartbreaking 😢💔💔💔 https://t.co/lGJoCWqkmD,"[{'text': 'COVID19', 'indices': [18, 26]}, {'text': 'coronavirus', 'indices': [27, 39]}, {'text': 'Coronavirusnyc', 'indices': [40, 55]}]",-0.4588
New York City,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
South Florida/Tally/Panhandle,"Hospital in Spain.

Coming soon to a hospital near you.

Courtesy of Donald Trump.

#COVIDIOT #coronavirus #COVID19 #CoronavirusNewYork #StayHome #StayTheFHome #QuaratineLife https://t.co/4lzElSf8my","[{'text': 'COVIDIOT', 'indices': [102, 111]}, {'text': 'coronavirus', 'indices': [112, 124]}, {'text': 'COVID19', 'indices': [125, 133]}]",0.0903
"Hamilton, Ontario","Minister of Education, @Sflecce, writes an open letter to Ontario parents: https://t.co/Z8ID0QKVu5

Learn more about HWDSB's response to Ministerial Order and #COVID19 update here: https://t.co/Dsp1Kc79pC https://t.co/k8vIdnjqVi",[],0.0
"California, USA","Severe lack of #COVID19 testing means we need alternate methods to understand community transmission.

We are launching @COVIDNearYou crowdsourcing platform. Take a few seconds to report your symptoms and help us build a national picture of #coronavirus.

https://t.co/2g1hyMQldW https://t.co/mhIY9VnnGM","[{'text': 'COVID19', 'indices': [35, 43]}]",-0.049375000000000016
,"Donald Trump “Why should we be testing in a test tube for a year and a half when we have thousands of people who are sick?”

WHERE IS DR. FAUCI?!!!!!

THIS MAN IS FUCKING DANGEROUS!!!

#TrumpVirus #PressBriefing #DumpTrump #Covid19 #Coronavirus #DrFauci",[],-0.16125
"Kentucky, USA",We all have a role to play to reducing and slowing transmission of #COVID19. Physical or social distancing is one way to prevent the spread of COVID-19. This means avoiding crowded places and maintaining distance from others. More tips: https://t.co/Vr5byB3PbN. #StayAtHome https://t.co/WzzxRnLSlc,"[{'text': 'COVID19', 'indices': [79, 87]}]",0.005159999999999998
,"UPDATE #VANCOUVER #COVID19 

Mayor @kennedystewart NOT impressed w/ppl not listening to health officials. Reports of

-House parties
-Group pinics @ beach
-Playing soccer
-Beer pong....yes....BEER PONG

Mayor says this isn't a game and says the time of asking nicely coming to end","[{'text': 'VANCOUVER', 'indices': [25, 35]}, {'text': 'COVID19', 'indices': [36, 44]}]",0.18910000000000002
,"Come join us for Game Night 🎮

——————————————

#Covid19 #Quarantine #NintendoSwitch #Nintendo #SuperSmashBros #Gaming  #Games https://t.co/6NVZ0uR9k8","[{'text': 'Covid19', 'indices': [64, 72]}, {'text': 'Quarantine', 'indices': [73, 84]}, {'text': 'NintendoSwitch', 'indices': [85, 100]}, {'text': 'Nintendo', 'indices': [101, 110]}, {'text': 'SuperSmashBros', 'indices': [111, 126]}, {'text': 'Gaming', 'indices': [127, 134]}]",0.296
Tokyo,"If you had #COVID19 and will not have a test to see if you are still contagious, only leave your sick room and home when ALL of the following are true:
•No fever for at least 72 hours (3 days)
•Other symptoms have improved
•It has been 7 days since you started feeling sick https://t.co/1FOcLeJCz5","[{'text': 'COVID19', 'indices': [23, 31]}]",-0.4215
Republic of Slovenia,"Most of the time you didn't need to, because society took care of all your thinking for you. Now is the time you do it for yourself, too.

#think #coronavirus #covid19 https://t.co/Rvg6WG6Kui","[{'text': 'think', 'indices': [139, 145]}, {'text': 'coronavirus', 'indices': [146, 158]}, {'text': 'covid19', 'indices': [159, 167]}]",0.16463333333333333
"Orange County, CA","Great that a #COVID19 blood test is being worked on. Meanwhile, wonder if possible now to obtain a reasonable battery of blood tests (in addition to  temp and O2 sat), to “screen” albeit imperfectly for covid, e.g., CRP, CBC, LDH, d-dimer, maybe others. https://t.co/pY0WmwbyBG","[{'text': 'COVID19', 'indices': [13, 21]}]",0.2083
"Washington, DC",We are in the center of a crisis and Idaho families and small businesses need relief NOW. Deeply disappointed my Democrat colleagues chose politics over the urgent needs of the American people. #COVID19,[],-0.21013333333333337
At Home Flattening the Curve,"@rr25_ms @TalbertSwan @BarackObama I think everyone who can help should step up, like governors of many states already have.

#IgnoreTrump like he’s a useless piece of red tape and leave footprints on his bald head.

The governors and #WeThePeople will beat #COVID19 by pulling together. https://t.co/Zsw3YOfckD",[],0.127225
"The Kakistocracy of NC, USA","“Months before the #coronavirus pandemic began, Trump eliminated a key American public health position in Beijing intended to help detect disease outbreaks in China”

https://t.co/95qIOslMcO

jfc

His ineptitude is going to cost thousands of American lives

#COVID19 #KAG #ncpol","[{'text': 'coronavirus', 'indices': [38, 50]}]",0.4019
Fiji Islands,"Every single decision we make has a particular set of consequences. Never has it been so immediate, visible, and tangible as now, during #COVID19 - and we are being asked to think and act beyond ourselves. 

We can always do the right thing. https://t.co/7aUCkQSrAC",[],0.0
"Indianapolis, IN","USA: As of 8 pm 3/22 
@FluTrackers
 reporting reporting 420 #COVID19 #Coronavirus fatalities as follows;
Arizona: 2
California: 30
Colorado: 6
Connecticut: 8
District of Columbia: 2
Florida: 13
Georgia: 25
Guam: 1
Illinois: 9
Indiana: 6
Kansas: 2
Kentucky: 3
Louisiana: 20
...","[{'text': 'COVID19', 'indices': [78, 86]}, {'text': 'Coronavirus', 'indices': [87, 99]}]",-0.5994
"bes, gg ","The virus has killed more than 13,000 people and infected over 300,000 around the world, with the epicenter now in Europe after shifting from China where the illness first emerged late last year. #COVID19 https://t.co/ULlnnkLHcA",[],-0.443
,"""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]",-0.019199999999999995
,"So let me get this straight. You should NOT get tested for #COVID19 if you have no symptoms UNLESS you're @VP , Mother, @gop congressman, famous or a professional athlete? That's where we are, right?","[{'text': 'COVID19', 'indices': [78, 86]}]",-0.005700000000000001
Everywhere,"254,000 people in the #US have received #COVID19 test: VP Pence https://t.co/fZ37OPzc8d","[{'text': 'US', 'indices': [43, 46]}, {'text': 'COVID19', 'indices': [61, 69]}]",0.0
"Des Moines, IA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
