location,text,hashtags
"Lagos, Nigeria.","To all the people who don't understand the maths of #COVID19 #COVID19Lagos ...let's not add to the pandemic...stay safe, share and pls stay indoors we beg of you.
#thintalltony #amunbroken #ohimai #idie #proudlynigerian #madeinnigeria #whatskrackerlacking #tunethethug #verified https://t.co/kENUaaBMDf","[{'text': 'COVID19', 'indices': [52, 60]}, {'text': 'COVID19Lagos', 'indices': [61, 74]}, {'text': 'thintalltony', 'indices': [163, 176]}, {'text': 'amunbroken', 'indices': [177, 188]}, {'text': 'ohimai', 'indices': [189, 196]}, {'text': 'idie', 'indices': [197, 202]}, {'text': 'proudlynigerian', 'indices': [203, 219]}, {'text': 'madeinnigeria', 'indices': [220, 234]}, {'text': 'whatskrackerlacking', 'indices': [235, 255]}, {'text': 'tunethethug', 'indices': [256, 268]}, {'text': 'verified', 'indices': [269, 278]}]"
ٌEِaْrّth!!,"Let's hear it for the farm workers, the essential workers who are still out in the fields laboring hard to keep food on our tables and supermarket shelves. Let's let them know how much we appreciate the hard work they do to keep us fed during the #COVID19 pandemic. #WeFeedYou https://t.co/QQHyBSGujW",[]
,".@realDonaldTrump: “Today, I am announcing action to help New York, California, and Washington ensure that the @USNationalGuard can effectively respond to this crisis...Through @FEMA, the federal government will be funding 100% of the cost...” #COVID19 https://t.co/uYpN4QCWL4",[]
,"Dan Tehan 'We are not taking advice from Twitter' #COVID19 

FFS if only they had of listened to what people were warning them about then maybe we would not be in this situation. PS: I have saved every tweet and email I sent to Greg Hunt since Jan 1.

https://t.co/4aQ6BZ6aWp","[{'text': 'COVID19', 'indices': [68, 76]}]"
#WWG1WGA_WORLDWIDE,"Dr. Anthony Fauci was part of the gang that silenced and destroyed Dr. Judy Mikovits #XMRV #HHV6
👉Bill &amp; Melinda Gates foundation, Dr. Anthony Fauci team up at NIH🐍
👉Anthony Fauci discusses the significance of World Aids Day💰 #COVID19 https://t.co/WaDYQ8Tj2W https://t.co/lUmXvgVYW0","[{'text': 'XMRV', 'indices': [100, 105]}, {'text': 'HHV6', 'indices': [106, 111]}]"
"lagos,Nigeria","BREAKING: @Atiku's Son Tests Positive For #Coronavirus | Sahara Reporters
SaharaReporters had earlier reported that the Nigerian Center For Disease Control confirmed that the number of cases in the country had hit 30. #COVID19 
READ MORE: https://t.co/GQAWrNndV1 https://t.co/BnV4Es1Fpx","[{'text': 'Coronavirus', 'indices': [63, 75]}]"
houston,"Hey genius, while you were trying to impeach 45, 45 was banning Chinese people from coming to this country and advising Americans not to travel to China. #COVID19 https://t.co/OiK01k4N8q",[]
Ride or die,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Baltimore, MD","Really sad that our amazing #ISEV2020 meeting is postponed, but thankful to @hillandy and the @IsevOrg board for making the right choice. We will do great #ExtracellularVesicles science this year despite #covid19 and we will eventually put that virus in its fucking place https://t.co/PyNj8JIg8Y","[{'text': 'ISEV2020', 'indices': [28, 37]}, {'text': 'ExtracellularVesicles', 'indices': [155, 177]}, {'text': 'covid19', 'indices': [204, 212]}]"
Nigeria,"""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]"
"Chicago, IL","Echoing the thanks and appreciation that is traveling around the world, we stand with all health care professionals tonight and every night #Solidarityat8 https://t.co/a77DH3VxZv #Covid19 #coronavirus",[]
,#coronavirus #StayHome #COVIDー19 #QuarantineActivities #Quarantine instagram @pulp_fotos https://t.co/sYgIvliHk3,"[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'StayHome', 'indices': [13, 22]}, {'text': 'COVIDー19', 'indices': [23, 32]}, {'text': 'QuarantineActivities', 'indices': [33, 54]}, {'text': 'Quarantine', 'indices': [55, 66]}]"
The Tardis,"Across the U.S. our system lacks capacity to treat all patients with life-threatening symptoms. Without action, there won't be time to mobilize necessary providers, facilities &amp; equipment to confront #COVID19. Regardless of where they live, people will die unnecessarily. (8/10)",[]
makazzar,"#COVID19 is not airborne

#COVID19 spreads via droplet &amp; contact transmission

For #HCW, @WHO has always recommended droplet precautions, except when preforming aerosol generating procedures, where we recommend airborne precautions

See here: https://t.co/6lZSOK9lb7 https://t.co/6lEtXrwWoC","[{'text': 'COVID19', 'indices': [18, 26]}, {'text': 'COVID19', 'indices': [44, 52]}, {'text': 'HCW', 'indices': [105, 109]}]"
Mississauga,"As of today, we have 37 cases #COVID19 in Peel, 18 are in #Mississauga. Some people still aren’t getting the message about social distancing. Stay at home where possible and practice physical distance even when outside. This is a critical time in our efforts to flatten the curve. https://t.co/ybE78QwaJx","[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Mississauga', 'indices': [77, 89]}]"
"Olympia, WA","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
"Lagos, Nigeria","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
bay area,This alarming text was sent from my uncle who is the chief of surgeon at Kaiser. Spread the word and be safe y’all 🙏🏼 #covid19 #coronavirus https://t.co/DY6UgpurPh,[]
FRANCE (44500)_Tél : 06.70.83.32.58,"The week that was ... the #Covid19 market destruction part 2 ...
Apple had put up the good fight but closed under the $AAPL 100wma BUT well ahead of semis give - #SMH at 200Wma -  $QQQ $SPX $NDX $DJIA https://t.co/NUUmMnnRKE https://t.co/HarLS3LB9A","[{'text': 'Covid19', 'indices': [42, 50]}]"
NW Chicago Burbs,Trying to stay sane in this crazy world 🌎 we’re living in. I do not do well stuck inside. 😔 #socialdistancing #stayhome #stayhealthy #staystrong #covid_19 https://t.co/Z9YDbEOBrt,"[{'text': 'socialdistancing', 'indices': [92, 109]}, {'text': 'stayhome', 'indices': [110, 119]}, {'text': 'stayhealthy', 'indices': [120, 132]}, {'text': 'staystrong', 'indices': [133, 144]}, {'text': 'covid_19', 'indices': [145, 154]}]"
"Dallas, TX","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Parents and Teachers, Get free use of the decision tree editor for your version of distance learning. Go to https://t.co/4DqdjA9KVL to create your free account and use the coupon code ""corona2020"" to upgrade. #distancelearning #Covid19 #schedule #learnathome #homeschooling https://t.co/WOLncWIVe4","[{'text': 'distancelearning', 'indices': [209, 226]}, {'text': 'Covid19', 'indices': [227, 235]}, {'text': 'schedule', 'indices': [236, 245]}, {'text': 'learnathome', 'indices': [246, 258]}, {'text': 'homeschooling', 'indices': [259, 273]}]"
Pacific Northwest,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
"Maryland, USA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"England, United Kingdom","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Seattle,"I voted against advancing the Senate Republican #COVID19 stimulus plan. It's a shameful piece of legislation. In the midst of this unprecedented crisis, we have to ensure that this package is fair and equitable—and I will keep fighting to do that.","[{'text': 'COVID19', 'indices': [67, 75]}]"
Germany,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"SF Bay Area, California, USA","I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[]
"Omaha, NE",".@HealthDouglasCo amends Directed Health Measure Order clarifying a number of restrictions on restaurants, bars and other establishments amid the #COVID19 pandemic.  An appeals process has also been established.  The order will remain in place until April 30th. https://t.co/SBtoukiHqp https://t.co/vn3p3in9WH",[]
,"To get thru this #covid19 here are good tips: The New York Times: I Spent a Year in Space, and I Have Tips on Isolation to Share.
https://t.co/nsH7O9nngl

via @GoogleNews","[{'text': 'covid19', 'indices': [17, 25]}]"
,All Caribbean islands should be this strict on their borders. If you are already out  STAY where you are. Why come across with this thing come on man. For love of Country. #covid19 #CoronaPandemic #thinkwisely https://t.co/nWoXG8w6Rb,"[{'text': 'covid19', 'indices': [172, 180]}, {'text': 'CoronaPandemic', 'indices': [181, 196]}, {'text': 'thinkwisely', 'indices': [197, 209]}]"
Akimel O’odham land,"1/ Around the world, people are adjusting to their new ""normal""—whatever that means. From an ER physician diagnosed with #Covid19, to an Italian monastery providing live updates from quarantine, these are the stories of life during a global pandemic.",[]
Middle-earth,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"Naples, FL","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
,"Volunteers are needed to help pack emergency boxes to aid our response to the #COVID19 pandemic. We have a particular need for volunteers on Tuesday, March 24. 

Visit https://t.co/Ujebj9Tkod to see our current volunteer restrictions and sign up. https://t.co/CC3kSkO9Hb","[{'text': 'COVID19', 'indices': [88, 96]}]"
,"At 8:00PM tonight and every night go on your balcony, open your windows and cheer for the healthcare workers on the front lines of this pandemic.
#solidarityat8 #stayhome #flattenthecurve #covid19","[{'text': 'solidarityat8', 'indices': [146, 160]}, {'text': 'stayhome', 'indices': [161, 170]}, {'text': 'flattenthecurve', 'indices': [171, 187]}, {'text': 'covid19', 'indices': [188, 196]}]"
New York,"Our office may be closed, but our intake lines are open, we are meeting with clients via telephonic &amp; virtual meetings, we are sharing info online, we are continuing our advoacy efforts, &amp; every unit is running. We are here to help: https://t.co/RE9gXENYBz #coronavirus #COVID19 https://t.co/r7QHP80H7g","[{'text': 'coronavirus', 'indices': [265, 277]}, {'text': 'COVID19', 'indices': [278, 286]}]"
,We're going to be sharing as many #grant/#funding opportunities for #creatives as we can to help them through this time. Please reach out to us if there are some you're aware of that we might have missed (worldwide!) #arts #QuaratineLife #COVID19,"[{'text': 'grant', 'indices': [51, 57]}, {'text': 'funding', 'indices': [58, 66]}, {'text': 'creatives', 'indices': [85, 95]}]"
"Abuja, Nigeria","Have you noticed that no one cares about the ethnicity of doctors working hard to battle #COVID19 or find out what religion they practice? The reason is simple, Humanity is at war with an invading microorganism. And at the core, Humanity is bigger than the walls that divide us.","[{'text': 'COVID19', 'indices': [104, 112]}]"
"Norristown, PA","I can't believe what I just saw. The President essentially wished Senator Romney ill health on national TV. He said it wasn't sarcasm, but no one with eyes and ears would believe it. I don't care who you are, we are all in this together. We must pray all  #COVID19. Inexcusable.","[{'text': 'COVID19', 'indices': [256, 264]}]"
,"With this song in violin, I wish you a happy #PakistanDay! This song is out of the world! I wish Pakistan could defeat #COVID19 ASAP! #StandWithPakistan! Chin-Pakistan dosti zindabad! https://t.co/6s3LqshbiZ","[{'text': 'PakistanDay', 'indices': [57, 69]}, {'text': 'COVID19', 'indices': [131, 139]}]"
"Los Angeles, CA","Is it racist to refer to COVID-19 as the Chinese virus? 

Vote and RT 

#coronavirus #COVIDIOT #COVIDー19 #COVID19 #ChineseVirus #China #Xenophobia #racism #StayAtHome","[{'text': 'coronavirus', 'indices': [85, 97]}, {'text': 'COVIDIOT', 'indices': [98, 107]}, {'text': 'COVIDー19', 'indices': [108, 117]}, {'text': 'COVID19', 'indices': [118, 126]}]"
"Cibinong, Indonesia","#Coronavirus #COVID19 
Pictures show unusual protective masks #AFP
https://t.co/PAZPfjIX3c
📸  @franck_fife
📸  Luis Robayo
📸  @intiocon
📸  Michael Tewelde https://t.co/VNuWvvNybf","[{'text': 'Coronavirus', 'indices': [14, 26]}, {'text': 'COVID19', 'indices': [27, 35]}, {'text': 'AFP', 'indices': [76, 80]}]"
"California, USA","Trump says he will not disturb past presidents by reaching out to them amid the #COVID19 Crisis. He is too petty to ask for advice, even to save lives.  https://t.co/AxTRisYJNr","[{'text': 'COVID19', 'indices': [99, 107]}]"
New York,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Uh oh.  DeSantis is in trouble!
Why does it seem that states with Republican governors are faring worse than states with Democratic governors?
#coronavirus #DeSantis #COVID19 https://t.co/HyiRhSzE6C",[]
"Atlanta, GA","Not sure what the week is going to bring @UWMedicine because of #COVID19 #SARSCoV2, so getting tumor tissue ready for extraction and testing. Cancer patients still need @AMPath @Pathologists to get #biomarker testing done, even when good weather in #seattle. #WeGotThisSeattle https://t.co/9XVNnG63zF","[{'text': 'COVID19', 'indices': [82, 90]}, {'text': 'SARSCoV2', 'indices': [91, 100]}]"
"Toronto, Ontario","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,We should do a daily mass test of all citizens in a mid-sized town affected by #COVID19 for a full month to get a real-time picture of the actual threat level imposed by the coronavirus. This is the only way to get an exact understanding of the virus.,"[{'text': 'COVID19', 'indices': [95, 103]}]"
"Alamo,  USA ","We are all in this together, and together, we are going to PREVAIL!

🌐https://t.co/UXhhjRrD3o #COVID19 https://t.co/FDAGrAt6TS","[{'text': 'COVID19', 'indices': [109, 117]}]"
Ipoh// 🇰🇷,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
"Omaha, NE","States hardest hit by #covid19 say they're just days away from running out of medical supplies, putting health care workers at risk amid the pandemic. 

Trump complains: ""These states—you give them many masks, and then they say they need more.""

https://t.co/WdFtF2qDzY","[{'text': 'covid19', 'indices': [41, 49]}]"
"Houston, Texas; Padua, Italy",Trust the Germans for effective communication. #COVID19 https://t.co/3RJymX38Mk,"[{'text': 'COVID19', 'indices': [62, 70]}]"
"California, USA","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
VALLEJO CA,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Crown Heights, Brooklyn","You go, Joe. I agree with this recommendation. Plus, I think in general we need to invest in higher education as one key way to recover from #COVID19. https://t.co/A4Denz7u4D","[{'text': 'COVID19', 'indices': [141, 149]}]"
Ottawa,"A growing team- med students, architects, physicians - are exploring 3D printing of #PPE in #Toronto to help with #COVID19. If you know anyone with a #3Dprinter who would be willing to print us a prototype and discuss scaling up production after approval from IPAC, please message","[{'text': 'PPE', 'indices': [102, 106]}, {'text': 'Toronto', 'indices': [110, 118]}]"
Ottawa ON,'Doctors and nurses see news from our [international] colleagues......we are all feeling the psychological ramifications of the trauma. We just haven’t experienced the trauma yet' https://t.co/1PUVgaVjQ5 #canlab #COVID19,"[{'text': 'canlab', 'indices': [204, 211]}, {'text': 'COVID19', 'indices': [212, 220]}]"
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Madiungakure,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Ukraine,"Everyone is doing their part.  In a wartime-like effort, this Italian clothing factory is now making masks to help protect front-line healthcare workers. (Quick Take)  #CoronaVirus #COVIDー19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic https://t.co/BmFiOtYGs6",[]
,"He is duplicitous. A criminal. A crook. @realDonaldTrump is deleting his tweets from January 22, 2020 to March 5th, 2020. Because those tweets can hold him accountable for the deaths of civilians from the #COVID19. #NeverForget #NeverForgive He is RESPONSIBLE. https://t.co/ONYrpBNtFj",[]
Central Alberta,"Well I tuned into Skippy's 11:15 address...  Nothing new other than the same promise of money (EI),  ya right.  MSM pushes for ""emergencies act"" - Trudeau pushes to provinces.

Guess now he can go back in and play Doom Eternal - social distance

#COVID19
#TrudeauMustGo 
#Trudeau https://t.co/Vjp13C47lM",[]
EARTH,"We've been seeing instructions to wash our hands thoroughly to prevent contacting #COVID19  and even a few infographics.
Here's another great instructional video on how thorough we should be:

https://t.co/WLqrsrwVcX","[{'text': 'COVID19', 'indices': [103, 111]}]"
"Colorado, USA","My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
"Boston, MA","THREAD: I mostly talk about movies on here, but here goes. We are currently pivoting our factory to solely make surgical masks and other medical garments in short supply. We can make 2 million masks a day, and are looking to help in any way possible during this time. #COVID19 https://t.co/dOX7N3e1GJ",[]
Mad(e) in Germany 🇩🇪,"South Korean company Sugentech is going into mass production of an immunoassay for #coronavirus #COVID19 that can determine whether you have ever been exposed to the virus. Takes 10 minutes.
https://t.co/ytX9VrAER7 https://t.co/7xCsRNDsue","[{'text': 'coronavirus', 'indices': [103, 115]}, {'text': 'COVID19', 'indices': [116, 124]}]"
"Ontario, Canada",We can’t do it alone @QuinteHealth . Your business can help combat #COVID19 and #FlattenTheCurve: https://t.co/L59GwkJ25f https://t.co/THqTtyFl1K,"[{'text': 'COVID19', 'indices': [67, 75]}, {'text': 'FlattenTheCurve', 'indices': [80, 96]}]"
,"I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[]
,5 Medical colleagues with #COVID19. Severe debilitating Flulike illness. Thankfully recovering. Russian roulette. Matter of time for an adverse outcome. Duty of care by State to provide adequate #PPE &amp; expedite testing for HCW . #Care4Carers #FiniteResource @HSELive,"[{'text': 'COVID19', 'indices': [44, 52]}]"
Ohio,This is really not helpful in these difficult times where folks are struggling.  And there is absolutely one true fact...China had nothing to do with the ignorance from the man in the @WhiteHouse who said this was a “hoax”. #FactsMatter #COVID19 #SundayThoughts https://t.co/oj9OCYReO6,[]
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
,Cuba's medical brigade arrived at Italy's Milan Malpensa Airport Sunday afternoon to support efforts to contain and treat #COVID19. @JoseCarlosRguez https://t.co/ESmmWwTYiu,[]
"New York, USA","We’re accepting business and community donations of new personal protective equipment in original packaging, including N95 and surgical masks and protective glasses. To learn more about needed items and the donation process, visit https://t.co/ralkcoavDS. #COVID19 #PPE https://t.co/URTPiZa7qm",[]
Chicago ,We’re proud to partner w/ @chicagosmayor to help our hometown’s first responders secure reliable child care so they can fight the #covid19 pandemic knowing their kids are well cared for. Doing essential work? Ready to volunteer to sit? https://t.co/eAnN0U2l8M #chicagoresponds https://t.co/GvN3s8jGrq,[]
"St Louis, MO","To protect our community &amp; prevent further spread of #COVID19, @STLCityGov is urging ALL families, students &amp; children returning from Spring Break to self-quarantine for 14 days!

Please contact @CityofSTLDOH for further instruction on how to do this at (314) 657-1499. https://t.co/bGR5IDicVO","[{'text': 'COVID19', 'indices': [74, 82]}]"
"Malibu, CA","UPDATE 3/22, 4 PM – Public must social distance while on beaches and trails. Updated County Order. For more information about #COVID19, visit https://t.co/b6YvnBZmAo https://t.co/e1QvwBHWRN",[]
Venezuela,".@realDonaldTrump: “Today, I am announcing action to help New York, California, and Washington ensure that the @USNationalGuard can effectively respond to this crisis...Through @FEMA, the federal government will be funding 100% of the cost...” #COVID19 https://t.co/uYpN4QCWL4",[]
phoenix,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
The North,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Belmont,North Carolina","My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
,"“It is absolutely critical that Americans continue to follow the federal government’s guidelines about social distancing, nonessential travel, and handwashing. Defeating this unseen enemy (#COVID19) requires the help and commitment of every single American.” @realDonaldTrump",[]
USA,".@realDonaldTrump: “Today, I am announcing action to help New York, California, and Washington ensure that the @USNationalGuard can effectively respond to this crisis...Through @FEMA, the federal government will be funding 100% of the cost...” #COVID19 https://t.co/uYpN4QCWL4",[]
,"During the coronavirus pandemic, people should avoid travelling unless it is essential. This means you should avoid visiting holiday or second homes. Find out more #COVID19 
https://t.co/iFCUxq4b8c https://t.co/Oe8GmfmKJz",[]
"Meaford, Ontario","As we work together to #FlattenTheCurve, we want to thank all the frontline workers, including our border services officers, for their work and continuous support. Stay safe and Stay home everyone! #COVID19 https://t.co/RvkNu8Pd2d","[{'text': 'FlattenTheCurve', 'indices': [38, 54]}]"
"Kuala Terengganu, Terengganu","“We have lost it on Earth. We now seek Mercy from the Skies"" - Italian PM

475 Deaths on Thursday
627 Deaths on Friday
793 Deaths on Saturday

1895 deaths in 3days
Over 4,800 Deaths

#covid19 #COVID19malaysia #covid19italy #malaysialockdown https://t.co/4YxreoqCFM",[]
,"Perhaps the most DIFFICULT thing to ACCEPT for us #doctors is that we have been warning about something like this for YEARS and NO ONE listened. Now that the shit has hit the fan, we're also the ones risking our lives to save everyone who SHOULD have listened. #COVID19 #listen","[{'text': 'doctors', 'indices': [68, 76]}]"
"Houston,Texas ",Our team has identified employer considerations for managing through #COVID19. The considerations outlined are intended to provide a framework for how to manage current issues without losing sight of long-term goals. https://t.co/fDFUEn5puZ,"[{'text': 'COVID19', 'indices': [69, 77]}]"
"California, USA","Congressman @joekennedy addressed 2 CRUCIAL issues, in the Lupus/auto-immune &amp; disability communities:

1) How access to Plaquenil/hydroxychloroquine will be impacted for people who currently use it DAILY.

2) How people on SSDI will be included in new #COVID19 stimulus bill.

⬇️ https://t.co/ude1JLu6uK",[]
,"May I remind Trump and the GOP that you had full control of the House, Senate, &amp; Presidency for 2 years and never improved healthcare. This is a pathetic attempt to use the #COVID19 crisis to politicize healthcare. Americans deserve much better.  https://t.co/CGAvPkhAkk",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"@realDonaldTrump PLEASE SHUT DOWN ALL STATES.  We are One Nation, Under God, Indivisible. Everybody's lives matter. It only stops when we stop...we cross state lines all the time.  It only stops and works if we all have same start time. #InThisTogetherOhio #COVID19 #StayAtHome","[{'text': 'InThisTogetherOhio', 'indices': [237, 256]}, {'text': 'COVID19', 'indices': [257, 265]}, {'text': 'StayAtHome', 'indices': [266, 277]}]"
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
"Lagos, Nigeria","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Boise, ID","Louisiana has fastest growth of #COVID19 cases in the world. I’ve seen some criticize the Governor for statewide #StayAtHome order, but that’s ridiculous. It’s an absolutely necessary measure to slow the spread. I’m proud of @LouisianaGov for this responsible decision! https://t.co/3s8xCYm8gd","[{'text': 'COVID19', 'indices': [52, 60]}]"
,"#Americans, do your part for them:
#StayHome with your fever &amp; phlegm;
Stay home even if you feel well;
Stay home as only time can tell
How many folks are gonna get sick,
How many will die, don’t be so quick
To get a test...stay home for the rest!

#SundayThoughts #COVID19 #Trump https://t.co/NCIpu9zCJI","[{'text': 'Americans', 'indices': [15, 25]}, {'text': 'StayHome', 'indices': [50, 59]}]"
"Miami, FL","My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
"Jeddah,Kingdom of Saudi Arabia","#BREAKING: Saudi Arabia imposes curfew order from 7 p.m. until 6 a.m. every day for 21 days from the evening of Monday, March 23, 2020 to limit the spread of the #COVID19

https://t.co/MzzqKMme2i https://t.co/Nja9KCpVN0","[{'text': 'BREAKING', 'indices': [14, 23]}]"
Yale School of Public Health,"Wondering if you can be tested for #COVID19? Worried about the cost of a test? YSPH Asst. Professor of Epidemiology Amy Bei provides some answers. 
@YaleEMD https://t.co/RcAf9kIFbQ https://t.co/7TEAUmegci","[{'text': 'COVID19', 'indices': [35, 43]}]"
,"Let's hear it for the farm workers, the essential workers who are still out in the fields laboring hard to keep food on our tables and supermarket shelves. Let's let them know how much we appreciate the hard work they do to keep us fed during the #COVID19 pandemic. #WeFeedYou https://t.co/QQHyBSGujW",[]
"Baltimore, MD","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[]
,"Fun Facts about Masks
Surgical face masks loose effectiveness after 4hrs of wear
If you are going to wear a surgical mask
The most effective mask is the N95 
The N95 mask requires you to be fitted &amp; if you wear the wrong size it's useless
Fashionable masks are just that
#Covid19","[{'text': 'Covid19', 'indices': [275, 283]}]"
